1, 27000 5 27253 12 27508 16 27763 18 28018 20 28274 21 28529 22 28785 22 29041 22 29297 21 29553 21 29809 20 30065 19 30321 19 30578 17 30835 15 31092 13 31349 10 31607 6
1, 29612 3 29866 8 30121 11 30376 13 30632 13 30887 15 31143 16 31398 17 31654 18 31910 18 32166 19 32422 19 32678 19 32934 19 33190 19 33446 19 33702 19 33958 19 34215 17 34471 16 34728 14 34985 11 35244 6
1, 19853 7 20106 12 20360 15 20615 17 20870 19 21125 20 21381 21 21636 22 21892 22 22148 22 22403 23 22659 23 22915 22 23171 22 23428 20 23684 19 23941 17 24198 15 24456 11
1, 8436 5 8691 8 8946 11 9201 14 9457 15 9712 17 9968 17 10224 17 10480 17 10736 17 10992 17 11248 17 11504 17 11761 16 12017 16 12274 15 12531 14 12788 13 13046 11 13304 8
1, 47847 6 48101 12 48355 15 48610 17 48866 18 49122 19 49377 21 49633 21 49889 21 50145 22 50401 22 50657 22 50913 22 51169 22 51425 22 51682 20 51938 19 52195 17 52451 16 52709 12 52967 9 53224 6
1, 31729 1 31973 16 32226 20 32481 21 32736 22 32991 23 33247 23 33503 22 33759 22 34015 22 34271 22 34527 22 34783 21 35040 20 35296 19 35553 18 35809 17 36066 15 36324 12 36583 7
1, 39895 5 40149 10 40403 15 40658 17 40913 19 41169 19 41424 20 41680 20 41936 21 42192 21 42448 21 42703 22 42959 22 43215 22 43471 22 43727 22 43984 21 44240 21 44497 20 44753 19 45010 17 45267 15 45525 12 45783 8 46041 5
1, 4729 3 4983 8 5238 12 5493 14 5748 17 6004 17 6259 19 6515 19 6771 19 7027 19 7283 19 7540 18 7796 18 8052 18 8308 18 8564 18 8820 18 9077 16 9333 16 9590 14 9847 12 10106 7
1, 25555 8 25809 12 26064 14 26318 18 26574 19 26829 21 27085 22 27341 22 27597 22 27853 22 28110 21 28366 21 28622 21 28878 21 29135 19 29391 19 29648 17 29905 15 30162 13 30420 9
1, 20209 5 20460 12 20714 15 20968 17 21224 18 21479 19 21735 19 21991 19 22247 20 22503 20 22759 20 23015 20 23271 20 23527 20 23783 20 24039 19 24295 19 24552 18 24808 16 25065 14 25322 12 25580 9 25838 5
1, 2017 8 2271 11 2526 13 2781 15 3037 16 3292 17 3548 18 3803 19 4059 19 4315 19 4571 19 4827 19 5083 19 5339 19 5596 17 5853 15 6110 13 6369 9
1, 9766 4 10020 9 10275 12 10530 15 10785 16 11041 17 11296 18 11551 20 11806 21 12062 21 12318 22 12573 23 12830 22 13086 22 13342 22 13598 22 13854 22 14111 20 14367 20 14623 20 14880 19 15136 19 15392 18 15648 17 15905 15 16161 14 16418 11 16675 8 16932 6
1, 20530 4 20783 8 21038 10 21294 10 21549 11 21805 12 22061 12 22318 11 22574 11 22830 11 23087 9 23343 9 23600 7 23858 2
1, 15540 8 15794 11 16048 14 16303 16 16558 18 16813 20 17068 21 17324 21 17580 22 17836 22 18092 22 18348 22 18604 21 18860 21 19117 19 19374 18 19632 15 19889 12 20147 8
1, 13269 5 13523 11 13777 16 14031 20 14286 22 14542 23 14797 25 15053 26 15308 28 15564 29 15820 30 16076 31 16333 30 16589 31 16845 31 17102 30 17358 30 17615 29 17871 29 18128 28 18385 27 18642 26 18899 25 19159 20 19419 15 19678 11 19935 6
1, 191 20 447 21 703 21 959 21 1215 21 1472 19 1728 18 1984 17 2241 16 2499 13 2757 10
1, 21676 10 21932 13 22187 16 22442 18 22698 19 22954 19 23210 20 23466 21 23722 21 23977 22 24233 23 24489 23 24745 23 25002 22 25258 22 25514 21 25770 21 26027 19 26283 19 26540 16 26798 8
1, 7898 3 8152 11 8406 15 8662 16 8917 17 9172 19 9428 19 9684 19 9939 20 10195 21 10451 21 10707 21 10963 21 11219 20 11476 19 11732 18 11988 18 12245 16 12502 13 12760 5
1, 38379 12 38633 16 38889 17 39144 19 39399 21 39655 21 39910 23 40166 23 40422 23 40678 23 40934 23 41190 23 41447 22 41703 22 41960 21 42216 21 42474 1 42476 16 42738 9 42995 7
1, 28963 8 29218 9 29473 11 29729 11 29984 12 30240 13 30496 13 30752 14 31009 13 31265 14 31521 14 31777 13 32034 12 32290 11 32547 10 32804 7
1, 52001 5 52255 10 52510 12 52765 13 53020 15 53276 15 53531 16 53787 15 54043 15 54298 16 54554 15 54810 15 55066 13 55322 12 55578 9 55835 5 56092 2
1, 2959 7 3214 9 3469 11 3725 12 3981 13 4237 14 4493 14 4749 15 5005 16 5261 18 5518 19 5774 20 6031 20 6288 19 6545 18 6801 18 7058 17 7315 16 7574 13 7833 10 8090 8 8349 4
1, 46645 4 46899 9 47153 12 47407 15 47661 17 47916 19 48172 19 48428 19 48683 20 48939 20 49196 18 49452 18 49708 18 49964 17 50221 16 50477 16 50734 15 50990 15 51247 13 51504 12 51761 11 52019 9 52276 7 52534 4
1, 1826 2 1829 3 2081 10 2336 12 2592 14 2848 15 3104 16 3359 18 3615 18 3870 20 4126 20 4382 20 4638 20 4893 21 5149 21 5405 21 5661 21 5917 21 6173 21 6429 21 6686 19 6942 18 7199 15 7457 12
1, 26179 8 26434 10 26689 12 26945 13 27201 13 27457 13 27714 12 27969 13 28225 13 28482 12 28738 12 28994 12 29250 12 29507 9 29765 5
1, 12545 2 12801 4 13057 6 13313 7 13569 8 13825 9 14081 9 14337 9 14593 9 14849 9 15105 10 15361 10 15617 10 15873 10 16129 10 16385 10 16641 10 16897 10 17153 10 17409 10 17665 10 17921 10 18177 10 18433 9 18689 9 18945 8 19201 7 19457 4 19713 2
1, 62176 11 62431 13 62686 14 62942 14 63199 13 63455 13 63711 14 63967 14 64223 15 64479 15 64735 16 64991 16 65247 16 65503 15
1, 3091 4 3344 8 3599 11 3853 14 4108 15 4363 17 4618 18 4874 18 5129 19 5385 19 5641 19 5898 18 6154 18 6410 18 6667 17 6923 17 7179 16 7436 15 7693 13 7950 11 8210 5
1, 43266 4 43521 8 43777 9 44033 10 44289 10 44545 11 44801 11 45057 11 45314 9
1, 37952 5 38206 8 38461 10 38716 11 38971 13 39225 15 39481 15 39736 17 39992 17 40248 17 40503 18 40759 18 41015 17 41270 18 41526 18 41781 19 42037 18 42293 18 42549 17 42805 16 43061 15 43318 13 43575 11 43833 7 44091 3
1, 151 18 407 18 664 17 921 16 1179 13 1436 11
1, 51725 3 51979 6 52234 8 52490 8 52745 10 53000 11 53256 11 53512 11 53768 11 54024 10 54280 10 54536 9 54793 8 55051 4
1, 2049 2 2305 3 2561 5 2817 6 3073 6 3329 6 3585 7 3841 7 4097 7 4353 7 4609 7 4865 7 5121 7 5377 7 5633 7 5889 6 6145 5 6401 4 6657 3
1, 53249 1 53505 2 53761 3 54017 4 54273 4 54529 5 54785 5 55041 5 55297 5 55553 5 55809 5 56065 5 56321 4 56577 4 56833 4 57089 3 57345 2
1, 39447 6 39700 12 39954 15 40209 17 40465 18 40720 19 40976 20 41232 20 41488 21 41744 21 41999 22 42255 22 42511 22 42768 21 43024 21 43281 20 43538 18 43795 16 44052 15 44308 13 44565 11 44822 9 45080 5
1, 11922 7 12177 10 12432 13 12687 15 12943 15 13198 16 13454 16 13710 16 13966 17 14222 17 14478 17 14734 17 14990 17 15246 17 15503 16 15760 15 16017 13 16283 1
1, 36649 2 36903 7 37158 10 37414 10 37669 11 37925 12 38181 12 38436 13 38692 13 38948 12 39203 13 39459 13 39715 13 39971 12 40227 11 40483 11 40740 8 40997 6 41254 3
1, 33537 2 33793 3 34049 4 34305 6 34561 6 34817 7 35073 7 35329 7 35585 7 35841 7 36097 7 36353 7 36609 7 36865 7 37121 6 37377 6 37633 5 37889 4 38145 3 38401 2
1, 55337 5 55591 10 55845 13 56100 15 56355 16 56612 15 56868 15 57124 15 57380 15 57637 14 57894 12 58152 9 58411 3
1, 58919 1 58921 4 58926 8 59173 18 59427 21 59683 21 59939 22 60195 22 60451 22 60707 22 60963 22 61219 21 61475 21 61731 20 61987 20 62244 18 62501 16 62758 14 63015 1 63017 1 63021 5 63278 3
1, 5048 6 5302 9 5556 12 5811 18 5832 1 6067 23 6323 23 6579 23 6835 23 7091 23 7347 23 7603 23 7860 22 8116 22 8373 20 8629 20 8885 18 9142 14 9399 10 9657 5
1, 9635 1 9641 1 9888 13 10143 16 10398 18 10653 19 10909 20 11165 20 11421 21 11677 21 11933 21 12189 21 12446 20 12703 19 12959 18 13215 18 13472 16 13727 15 13983 14 14239 5
1, 30975 1 31229 4 31484 5 31739 6 31995 6 32251 6 32507 6 32763 6 33019 6 33275 6 33531 6 33787 6 34043 6 34300 5 34556 5 34812 5 35068 5 35324 5 35580 5 35837 4 36093 4 36349 4 36606 3 36863 2
1, 60417 2 60673 3 60929 4 61185 4 61441 5 61697 5 61953 6 62209 6 62465 6 62721 6 62977 6 63233 6 63489 5 63745 5 64001 5 64257 5 64513 5
2, 35124 4 35378 8 35633 10 35889 11 36145 12 36401 12 36657 12 36913 13 37169 13 37425 12 37681 12 37938 9 38196 5
2, 9770 9 10022 15 10276 18 10531 20 10786 22 11042 23 11299 22 11556 21 11816 17 12076 13 12335 8
2, 28424 7 28679 11 28935 12 29191 13 29447 13 29704 12 29960 12 30218 10 30475 8 30732 7 30988 6 31246 3
2, 45883 5 46138 7 46393 9 46649 10 46905 11 47160 12 47416 12 47672 13 47929 12 48185 12 48442 11 48702 6 48960 4
2, 47626 5 47881 8 48136 10 48392 10 48647 12 48903 12 49159 12 49414 12 49670 12 49927 10 50183 9 50440 7 50698 3
2, 20546 7 20802 8 21057 10 21312 11 21568 11 21824 12 22079 13 22335 12 22592 11 22848 11 23105 9 23364 4
2, 37967 6 38222 9 38478 9 38734 8 38990 8 39247 6 39505 2
2, 22875 5 23129 8 23384 10 23640 10 23895 10 24151 9 24407 5 24663 4
2, 8257 5 8510 9 8765 11 9019 14 9274 15 9529 17 9785 18 10041 18 10298 17 10556 15 10813 13 11071 9
3, 58126 3 58379 8 58633 11 58889 12 59144 13 59400 13 59656 13 59912 12 60168 12 60424 11 60681 10 60938 8 61196 5
3, 34309 2 34563 6 34818 8 35073 10 35329 10 35585 10 35841 10 36097 10 36353 9 36609 8 36865 4
3, 44244 5 44498 8 44753 10 45008 11 45264 11 45520 11 45776 11 46032 11 46288 12 46545 11 46801 10 47059 7
3, 28274 4 28529 6 28784 7 29040 8 29296 8 29552 8 29809 7 30065 6 30323 3
3, 31355 4 31609 7 31865 8 32120 9 32376 9 32632 9 32889 7 33145 7 33403 2
3, 34802 3 35057 6 35312 8 35568 8 35824 8 36080 9 36337 8 36595 6 36851 6 37108 5 37364 5 37621 4 37878 1
3, 44002 4 44257 6 44512 7 44767 8 45023 8 45279 8 45535 7 45791 7 46048 4
3, 39655 3 39909 6 40164 8 40419 9 40675 9 40930 9 41186 9 41443 7 41700 4
3, 38079 4 38334 7 38589 8 38844 10 39100 10 39356 9 39613 7 39870 5
3, 40664 5 40919 7 41176 6 41431 7 41687 7 41943 7 42199 6 42456 4 42706 1 42712 3 42963 6
3, 39352 3 39607 5 39862 6 40118 7 40373 8 40629 8 40885 7 41142 6 41398 5 41656 2
3, 34793 4 35048 6 35304 7 35559 8 35815 8 36071 8 36328 6 36585 4
3, 44526 2 44783 2 45039 2 45295 2 45549 1 45551 2 45802 1 45805 4 46058 8 46314 8 46571 6 46827 6 47084 3
3, 36845 4 37099 6 37354 8 37610 9 37866 9 38123 9 38379 9 38636 7 38895 3
3, 37585 5 37840 8 38095 13 38351 14 38607 15 38863 15 39120 14 39376 14 39633 13 39890 12 40149 8 40407 5
3, 40144 5 40399 7 40655 8 40910 9 41166 10 41422 9 41678 9 41935 8 42192 7 42449 7 42707 5
3, 43752 6 44007 7 44263 8 44519 7 44775 8 45031 8 45288 7 45544 5 45550 1 45803 2
5, 28813 13 29323 17 29834 19 30344 23 30856 24 31367 26 31879 27 32391 28 32902 30 33414 30 33926 31 34437 33 34949 33 35461 33 35972 35 36484 35 36996 35 37508 36 38020 36 38532 36 39044 36 39556 36 40068 36 40580 36 41092 36 41604 36 42116 36 42628 36 43140 36 43653 35 44165 34 44678 33 45190 32 45703 31 46215 30 46728 29 47241 27 47754 25 48266 24 48780 20 49293 18 49806 15 50321 9
5, 231808 14 232319 16 232830 18 233340 21 233851 23 234362 25 234872 28 235382 31 235893 32 236404 34 236915 35 237426 37 237938 37 238450 37 238961 38 239473 38 239985 38 240496 39 241008 39 241520 39 242032 39 242544 39 243056 39 243568 39 244081 38 244593 38 245105 37 245618 36 246130 36 246643 34 247156 33 247669 31 248182 29 248696 25 249210 22 249725 17 250241 9
5, 273752 10 274261 16 274772 20 275283 22 275793 25 276304 27 276816 29 277327 31 277838 32 278349 34 278861 36 279373 36 279884 38 280396 38 280907 40 281419 41 281931 42 282442 43 282954 44 283466 44 283978 45 284489 46 285001 47 285513 47 286025 47 286537 48 287049 48 287561 48 288073 48 288585 49 289097 48 289609 48 290122 47 290634 48 291146 47 291659 46 292171 46 292684 45 293196 45 293709 44 294221 43 294734 42 295246 42 295759 40 296272 39 296784 39 297297 37 297809 37 298322 35 298835 34 299347 33 299860 31 300372 30 300886 27 301399 25 301913 22 302428 16
5, 92442 17 92952 23 93462 28 93973 31 94483 35 94994 38 95506 39 96017 41 96529 42 97040 44 97552 45 98063 47 98575 48 99087 48 99599 48 100111 49 100623 49 101134 50 101646 50 102159 49 102671 49 103183 49 103695 49 104207 49 104720 48 105233 47 105745 47 106258 46 106771 45 107283 45 107796 43 108309 42 108822 40 109335 39 109848 37 110361 35 110874 33 111389 27 111904 23 112420 15 112939 2
5, 131413 1 131415 4 131921 11 132431 14 132942 16 133450 20 133959 23 134468 27 134978 29 135488 31 135998 33 136508 35 137018 37 137529 38 138040 39 138550 40 139061 41 139572 42 140083 43 140593 45 141104 45 141616 45 142127 46 142639 45 143150 46 143662 46 144174 45 144685 46 145197 45 145709 44 146221 43 146733 43 147245 42 147758 41 148270 40 148782 38 149294 38 149807 36 150320 34 150832 33 151345 32 151858 30 152372 26 152886 22 153402 16 153920 2
